#measurement data v1.0
#sensorId:4
#failures:0000011000000000000000000000000010000000000100000000000000000000
#functionalisation:0;2;2;2;2;0;0;0;0;0
#baseLevel:2.12.2019 - 18:10:16;1453.666667;1304.733333;1582.233333;1402.8;1417.666667;1700.933333;83438.23333;2122.566667;3575.6;2851.133333;2423.8;347.9;1655.366667;1859.066667;1717.766667;2952.466667;2917.766667;2013.166667;1970.333333;2035.766667;2349.8;1976.566667;2955.8;2696.3;3174.133333;6153.133333;5605.166667;4155.466667;4338.966667;3557.166667;4312.933333;2540.333333;347.9;1857.633333;2067.566667;1918.366667;2154.133333;2668.2;3732.2;2633.666667;3259.1;3106;2659.166667;347.9;1768.3;1404.733333;1476.233333;1675.6;1974.733333;1692.9;1769.366667;1885.466667;2338.5;1452.966667;2510.666667;2781.166667;882.8333333;3864.333333;1396.9;1148.266667;1157.233333;1127.1;1118.4;2009.133333
#baseLevel:2.12.2019 - 18:12:13;1441.866667;1296.9;1567.9;1391.466667;1402.3;1685.9;80991.06667;2075.666667;3518.6;2805.633333;2401.8;347.9;1645.533333;1846.466667;1705.333333;2933.933333;2907.766667;2000.333333;1960.666667;2017.033333;2344.7;1961.833333;2918.333333;2649.4;3123.033333;6036.533333;5506.3;4087.266667;4333.866667;3502;4266.633333;2509.533333;347.9;1835.433333;2040.5;1902.166667;2130.433333;2632.433333;3666.033333;2597.066667;3205.633333;3053.733333;2639.7;347.9;1756.6;1394.966667;1466.8;1668.233333;1971.4;1686.866667;1761.833333;1867.666667;2312.333333;1442.766667;2493.233333;2730.066667;870.1666667;3832.066667;1384.533333;1135.066667;1149.666667;1116.266667;1110.433333;1988.566667
#classes:Wodka[Alk];Wasser[W];Traubensaft[Tr];Apfelsaft[Apf]
#header:timestamp;ch1;ch2;ch3;ch4;ch5;ch6;ch7;ch8;ch9;ch10;ch11;ch12;ch13;ch14;ch15;ch16;ch17;ch18;ch19;ch20;ch21;ch22;ch23;ch24;ch25;ch26;ch27;ch28;ch29;ch30;ch31;ch32;ch33;ch34;ch35;ch36;ch37;ch38;ch39;ch40;ch41;ch42;ch43;ch44;ch45;ch46;ch47;ch48;ch49;ch50;ch51;ch52;ch53;ch54;ch55;ch56;ch57;ch58;ch59;ch60;ch61;ch62;ch63;ch64;user defined class;detected class
2.12.2019 - 18:11:09;1447.3;1297.3;1574.7;1395.2;1410.1;1687.3;81288.7;2095.1;3548.2;2829;2;
2.12.2019 - 18:11:11;1447.4;1297.3;1571.6;1395.6;1408.7;1687;79820;2096.6;3542.1;2823.7;2;
2.12.2019 - 18:11:13;1447;1297.4;1573.9;1396.6;1408.9;1687.6;82420.8;2095.6;3549.9;2825.2;2;
2.12.2019 - 18:11:15;1446;1297.4;1573.3;1396;1409.8;1688;82427.7;2095.4;3545.7;2824.7;2;
2.12.2019 - 18:11:17;1446.3;1297.2;1573.3;1395.2;1407.9;1687.3;81361.2;2094.2;3552.6;2828.3;2;
2.12.2019 - 18:11:19;1447;1297.7;1573.6;1396.8;1410.3;1687.8;83095.9;2095.6;3545.5;2823.3;2;
2.12.2019 - 18:11:20;1447.8;1297.3;1573.3;1395.7;1408.5;1687.3;83530.2;2095.1;3548.7;2831.3;2;
2.12.2019 - 18:11:22;1445.1;1297.1;1573.5;1395.3;1407;1687.3;82772.9;2094.8;3549.9;2828.4;2;
2.12.2019 - 18:11:24;1445.2;1297.4;1572.9;1396;1407.6;1687;81017.4;2092;3550.3;2825.8;2;
2.12.2019 - 18:11:26;1447.1;1297;1574.1;1395.5;1407.5;1687.6;82977.1;2091.2;3550;2827;2;
2.12.2019 - 18:11:28;1445.5;1297.2;1573.6;1395.4;1407.7;1687;81752.9;2090.6;3545.3;2830.2;2;
2.12.2019 - 18:11:30;1445.6;1297;1571.7;1395.1;1406.5;1686.9;82805;2089.6;3546.2;2821.8;2;
2.12.2019 - 18:11:32;1445.1;1297.2;1573.9;1395;1408.2;1686.9;81648.8;2088.7;3539.4;2825.7;2;
2.12.2019 - 18:11:34;1445.7;1296.9;1572.3;1394.9;1406.3;1687;80056.7;2088.4;3541.9;2814.1;2;
2.12.2019 - 18:11:35;1444.6;1296.9;1571.8;1394.5;1404;1686.9;78567.5;2085.6;3535.2;2818.4;2;
2.12.2019 - 18:11:37;1445.1;1296.9;1572.4;1394.8;1405.9;1686.9;82314.6;2087.1;3545.9;2822;2;
2.12.2019 - 18:11:39;1444.5;1296.9;1573.5;1394.6;1406.2;1686.9;81254.1;2087.7;3535.7;2825.5;2;
2.12.2019 - 18:11:41;1445.9;1297;1572.5;1393.9;1405.7;1686.8;82413.8;2085.4;3540.4;2818.7;2;
2.12.2019 - 18:11:43;1446;1296.9;1571.6;1395;1406.2;1686.8;81433.8;2084.7;3532.1;2820;2;
